,user_id,book_id,Rating
22605,8,514,3
32805,8,874,4
9812,8,307,2
33057,8,760,3
22080,8,242,3
33487,8,3509,4
12193,8,1162,5
31457,8,4375,4
1951,8,0,5
31355,8,3186,2
6437,8,344,3
33493,8,8100,1
28531,8,2031,5
31352,8,3327,4
31465,8,6172,1
28201,8,7524,3
31468,8,113,3
19825,8,213,4
27675,8,208,3
31569,8,750,5
27526,8,1051,5
31631,8,1179,4
31641,8,4230,3
1487,8,4680,5
7614,9,413,4
33988,9,4453,3
9813,9,307,4
33978,9,160,5
33605,9,1180,3
34530,9,4419,5
33673,9,702,5
33555,9,1272,4
33649,9,317,5
33500,9,4918,5
33999,9,5364,5
1236,9,263,4
34493,9,4656,4
34465,9,5617,4
34434,9,4006,5
34007,9,892,5
34526,9,176,5
32086,9,710,4
33507,9,4617,2
33503,9,570,5
33991,9,3187,5
33696,9,615,5
34511,9,180,5
30937,9,4317,5
4550,9,313,4
23968,9,1322,4
12294,9,235,3
13521,9,188,3
5295,9,173,4
13996,9,572,5
19826,9,213,5
7748,9,174,5
14305,9,20,4
1071,9,3170,4
11475,9,598,5
11667,9,730,3
14632,9,691,5
8039,9,5339,4
15719,9,611,4
727,9,1216,4
15583,9,139,5
34533,12,590,3
16451,12,546,3
24203,12,1511,4
3072,12,2,3
15720,12,611,3
34837,12,3695,3
34830,12,455,3
34821,12,2089,5
6932,12,5,2
4026,12,114,5
1952,12,0,2
4551,12,313,5
17934,12,155,3
33697,12,615,4
34008,12,892,4
34879,12,1791,4
34876,12,7420,4
34902,12,3903,4
34885,12,7868,5
5489,12,4,3
10766,12,1,2
34907,12,26,5
25550,12,595,4
34945,14,302,3
36349,14,6732,4
36359,14,69,4
918,14,457,4
35017,14,1006,4
36362,14,5025,3
36366,14,652,4
34996,14,47,4
36423,14,67,4
36432,14,416,2
34992,14,214,4
34923,14,3890,4
34989,14,1568,4
34983,14,6780,2
8066,14,143,4
36346,14,6000,4
36480,14,4440,5
36493,14,206,5
36498,14,221,5
36515,14,297,3
34915,14,202,3
34954,14,286,5
34910,14,38,3
36535,14,404,3
34941,14,347,3
35352,14,197,5
36309,14,427,4
36284,14,3500,4
35355,14,1417,5
35391,14,1008,3
35349,14,2153,3
35418,14,78,4
35470,14,295,4
35346,14,215,3
35341,14,429,3
35329,14,218,5
35605,14,913,3
35298,14,1122,4
35677,14,267,4
35853,14,1397,4
35861,14,201,5
34933,14,1071,2
35864,14,1400,3
35867,14,291,5
35293,14,1416,2
35907,14,204,3
35910,14,1419,3
35915,14,1425,4
35960,14,6186,5
35281,14,2035,5
35272,14,2338,3
36018,14,219,3
35050,14,1083,4
36117,14,1412,5
36132,14,7510,4
36166,14,334,1
36251,14,41,2
35038,14,1210,4
35384,14,331,4
29365,14,510,5
467,14,1273,3
5288,14,433,4
26320,14,1880,4
26170,14,1297,4
12295,14,235,4
25849,14,1779,5
15197,14,249,4
12823,14,910,3
12903,14,2037,3
4552,14,313,5
13105,14,1429,3
23729,14,1253,4
23524,14,333,4
22813,14,1949,5
26602,14,2115,4
22493,14,2094,5
22308,14,189,5
21948,14,332,4
21716,14,891,5
21317,14,1517,5
20570,14,2496,4
20474,14,318,4
20219,14,905,4
13997,14,572,5
17133,14,900,2
14146,14,187,5
14421,14,530,5
17653,14,487,5
17388,14,181,4
22449,14,341,3
2359,14,2036,2
25842,14,120,4
31219,14,7555,3
6438,14,344,5
9800,14,434,3
10567,14,505,4
9733,14,156,2
9249,14,348,3
33606,14,1180,5
10318,14,185,5
14422,15,530,5
31220,15,7555,5
34009,15,892,4
36709,15,3441,4
36644,15,533,3
36558,15,1449,4
9814,15,307,5
36566,15,8058,5
36579,15,57,4
33698,15,615,4
33058,15,760,3
14633,15,691,5
37037,15,7459,2
36589,15,583,2
34534,15,590,4
17935,15,155,2
1072,15,3170,3
36638,15,1302,4
16452,15,546,4
37027,15,7612,4
37139,15,5440,4
36881,15,511,5
27390,15,906,5
28202,15,7524,3
5296,15,173,4
37064,15,2696,5
36873,15,1363,3
1488,15,4680,4
37100,15,7717,4
37118,15,3976,3
37123,15,3956,4
36713,15,2381,3
36553,15,5180,4
36824,15,1109,4
24854,15,663,5
37142,15,2721,4
4553,15,313,5
30785,15,2253,3
36840,15,1679,3
2761,15,651,5
37151,15,3231,5
37168,15,1076,5
36743,15,1291,4
37196,16,8,5
37237,16,64,4
37254,16,66,4
37188,16,65,4
16453,18,546,5
36580,18,57,3
15721,18,611,5
15669,18,103,5
33979,18,160,4
17399,18,895,3
1489,18,4680,4
1387,18,7337,3
30107,18,3726,4
10756,18,705,2
8801,18,5329,4
1151,18,2556,3
11875,18,7097,5
8811,18,146,5
31100,18,101,2
10411,18,326,3
31221,18,7555,5
1237,18,263,4
34535,18,590,4
33699,18,615,4
30938,18,4317,3
17134,18,900,5
12069,18,8019,5
27391,18,906,3
17425,18,5629,4
18724,18,6800,5
14147,18,187,4
1915,18,898,4
13998,18,572,4
13901,18,6106,4
8763,18,8180,2
13526,18,11,2
13365,18,1571,4
13322,18,3479,4
13233,18,1221,3
12638,18,1573,5
8742,18,6006,5
37277,18,150,5
36019,18,219,5
37281,18,280,3
34527,18,176,4
37289,18,717,4
37557,18,6275,4
5297,18,173,4
37571,18,1925,3
37597,18,6607,3
37635,18,897,3
37643,18,1797,3
37417,18,5205,3
37398,18,1685,5
37668,18,2547,4
37671,18,8508,4
37393,18,8078,3
4164,18,5512,4
37380,18,7497,3
37376,18,250,4
546,18,309,4
37352,18,8500,3
37674,18,104,3
37677,18,5568,5
37337,18,901,4
1,18,22,4
37687,18,4670,4
37325,18,875,5
37308,18,7865,3
37303,18,7139,4
3055,18,227,3
37300,18,1094,4
4027,18,114,3
37542,18,2282,4
17936,20,155,4
7335,20,4501,5
10431,20,1536,4
3672,20,105,3
37922,21,3519,5
8812,21,146,4
14587,21,7,4
37798,21,3131,4
9140,21,311,5
37814,21,6574,5
13603,21,366,5
37817,21,6290,5
37821,21,2304,5
4238,21,140,5
38018,21,6464,5
37987,21,2808,4
37827,21,3847,5
34494,21,4656,4
37844,21,3317,3
37854,21,5686,5
37982,21,2008,5
12824,21,910,5
37860,21,110,5
37863,21,108,4
37979,21,6063,3
37954,21,107,5
37951,21,109,5
37788,21,2183,5
37928,21,2415,4
37785,21,7596,5
37832,21,2416,3
12194,21,1162,5
31291,21,111,4
10081,21,2776,5
9996,21,2127,5
9815,21,307,5
5298,21,173,4
17426,21,5629,4
15082,21,141,3
9342,21,6799,3
30910,21,2676,3
37732,21,7460,4
14634,21,691,4
37729,21,7930,4
37720,21,3372,5
37725,21,2020,4
27392,21,906,4
38022,25,133,3
38048,26,163,2
38026,26,7923,4
38030,26,212,5
38099,26,161,4
35678,26,267,5
38041,26,4162,4
38044,26,8474,4
38063,26,5550,3
38106,26,7954,3
38067,26,171,4
38071,26,4790,5
38075,26,145,1
38080,26,169,4
38083,26,4923,5
38086,26,7570,5
38089,26,6164,4
38095,26,7141,4
8813,26,146,5
38057,26,5027,4
3073,26,2,4
30926,26,6818,3
38019,26,6464,4
1490,26,4680,5
6200,26,152,5
33980,26,160,4
38151,26,158,4
38144,26,172,5
38140,26,7977,5
38135,26,4788,4
23080,26,475,5
26866,26,151,4
38110,26,147,4
32043,26,240,3
4271,26,4434,5
17937,26,155,4
8067,26,143,5
3953,26,7512,5
24680,26,273,3
38117,26,170,5
3526,26,157,3
10082,26,2776,5
38345,31,4853,3
38311,31,8435,4
38315,31,5072,3
38282,31,423,4
38374,31,2532,4
38356,31,7819,4
30743,31,6551,3
12027,31,7758,3
38401,31,3359,3
38279,31,2616,3
33059,31,760,5
28673,31,2123,1
38890,31,5854,3
38861,31,4843,3
38826,31,2131,4
38817,31,6319,5
38388,31,3321,5
31666,31,724,5
24523,31,24,4
38664,31,6080,4
26867,31,151,4
38659,31,3495,3
38647,31,7892,3
38640,31,388,4
38410,31,106,3
38689,31,3012,5
38267,31,3150,4
38703,31,643,4
38230,31,6803,5
38211,31,7789,4
38169,31,1033,5
38165,31,1908,5
36020,31,219,4
13323,31,3479,3
3954,31,7512,4
19160,31,1615,3
33294,34,165,5
31222,34,7555,4
10412,34,326,5
38939,34,328,5
39130,34,8145,5
38985,34,324,5
39034,34,327,5
39124,34,225,5
39028,34,224,5
39118,34,8504,5
38980,34,223,5
39002,34,319,5
39038,34,233,5
11359,34,228,5
3056,34,227,5
4028,35,114,3
39311,35,1718,5
39303,35,8310,4
39670,35,6101,2
39673,35,544,3
37675,35,104,4
39195,35,243,2
39191,35,6534,4
39168,35,5660,5
15438,35,253,4
29498,35,4073,5
39162,35,3720,5
39145,35,1821,3
5490,35,4,4
14635,35,691,4
2437,35,1697,3
29648,35,2975,5
39319,35,4593,3
39479,35,2397,5
11815,35,19,5
39323,35,6911,5
3074,35,2,4
39475,35,256,5
39494,35,2585,3
11587,35,807,4
39444,35,5715,5
10767,35,1,4
39431,35,130,4
39425,35,5482,5
9409,35,3,3
39387,35,1850,5
39519,35,919,5
31223,35,7555,4
11668,35,730,5
39346,35,545,5
39524,35,921,5
39563,35,838,4
39333,35,2828,5
39327,35,6664,5
39504,35,254,4
17273,35,610,3
39472,35,8152,5
30911,35,2676,5
24645,35,2905,3
12763,35,3554,4
4165,35,5512,4
6933,35,5,4
5067,35,2014,4
394,35,2015,4
534,35,5659,4
38891,35,5854,5
2,35,22,5
12296,35,235,4
37733,35,7460,2
919,35,457,5
31101,35,101,4
30744,40,6551,4
39702,40,4226,5
1491,40,4680,5
39734,40,1492,3
37418,40,5205,4
20334,40,2167,5
547,40,309,5
39744,40,1819,4
39898,40,3909,4
30200,40,270,4
39922,40,1110,3
4029,40,114,3
39347,40,545,5
39958,40,2422,5
36167,40,334,4
39939,40,7506,3
30108,40,3726,3
1238,40,263,5
11816,40,19,5
39993,43,2060,5
40022,43,179,4
14588,43,7,4
40009,43,452,5
40003,43,7726,5
39003,43,319,3
7749,43,174,5
19416,43,718,5
39986,43,3120,5
4030,43,114,5
15083,43,141,4
40183,47,6785,5
40241,47,1807,2
40488,47,7360,4
3075,47,2,2
40491,47,4608,1
31667,47,724,4
40121,47,1153,4
40495,47,7320,3
30201,47,270,5
40261,47,8447,4
16385,47,232,4
8068,47,143,4
40378,47,4674,5
40071,47,6772,4
40300,47,1483,5
40396,47,1211,3
40351,47,4859,4
40347,47,8239,4
15722,47,611,4
40399,47,991,3
40574,47,863,3
40104,47,1609,4
40117,47,7484,5
40264,47,1944,5
16454,47,546,5
40099,47,5894,4
40461,47,3430,3
40464,47,574,3
40074,47,1592,4
40479,47,2242,4
40767,47,4741,4
40483,47,1305,4
30109,47,3726,4
40410,47,2372,1
40235,47,7296,4
40508,47,3302,5
21020,47,1381,4
32957,47,831,4
20810,47,3378,3
1492,47,4680,5
9734,47,156,4
8577,47,5884,5
14636,47,691,3
27642,47,2378,5
27232,47,1384,4
24608,47,6653,3
26868,47,151,5
26321,47,1880,3
18500,47,1149,4
20057,47,7033,4
14124,47,373,1
25551,47,595,4
40504,47,7528,1
36168,47,334,4
24988,47,606,5
28674,47,2123,5
36133,47,7510,5
22132,47,3273,4
4417,47,680,4
29538,47,8464,4
5299,47,173,5
28960,47,1695,5
3955,47,7512,4
4272,47,4434,3
22893,47,835,4
6439,47,344,4
23969,47,1322,4
39899,47,3909,3
32673,47,5984,2
23442,47,1030,3
17177,47,23,5
31823,47,3453,4
13106,47,1429,5
40771,49,2655,5
6440,49,344,5
21029,50,1086,3
24368,50,37,5
2762,50,651,5
24298,50,8102,3
24086,50,472,4
20121,50,536,3
41655,50,128,4
26869,50,151,1
25405,50,650,3
41680,50,1143,3
41855,50,6403,4
41924,50,578,5
41529,50,523,4
41405,50,522,5
41402,50,6392,3
41347,50,3401,5
29122,50,3547,3
41324,50,86,4
41232,50,493,2
41226,50,1811,3
41078,50,688,4
40904,50,612,4
28203,50,7524,2
40834,50,420,2
40813,50,8092,2
41672,50,3311,4
26103,50,354,5
19161,50,1615,1
14125,50,373,3
23443,50,1030,3
16316,50,950,5
920,50,457,4
31668,50,724,5
7750,50,174,4
836,50,3103,4
32087,50,710,4
35051,50,1083,4
8069,50,143,3
40379,50,4674,1
30953,50,414,4
8493,51,339,4
26179,51,349,5
4031,51,114,4
12297,51,235,5
9250,51,348,5
6441,51,344,5
20251,51,53,3
24314,51,350,5
24369,51,37,4
42247,53,1737,5
42178,53,2549,4
1073,53,3170,5
42188,53,687,5
42391,53,480,4
42201,53,6424,5
18501,53,1149,4
42384,53,2040,4
42369,53,5187,4
42364,53,6863,3
42297,53,2240,5
42294,53,6650,5
42229,53,8244,4
42232,53,3987,4
42236,53,3322,5
42290,53,8225,3
42404,53,450,3
6442,53,344,4
21268,53,908,4
20475,53,318,3
1239,53,263,3
120,53,7307,4
20252,53,53,5
11669,53,730,4
20122,53,536,3
13741,53,840,4
38020,53,6464,3
13999,53,572,4
1493,53,4680,5
21970,53,3014,5
11588,53,807,4
26870,53,151,3
33650,53,317,4
42506,53,1651,5
42501,53,1031,5
28879,53,2418,4
42476,53,2586,3
42443,53,7695,3
14423,53,530,4
42167,53,4358,5
35052,53,1083,5
26603,53,2115,5
42159,53,4659,5
16,53,766,4
869,53,6423,5
3673,53,105,4
4554,53,313,4
16972,53,507,3
24715,53,6954,5
10083,53,2776,5
37038,53,7459,4
13107,53,1429,3
41079,53,688,5
23800,53,621,5
8070,53,143,5
41681,53,1143,3
17225,53,55,3
16455,53,546,5
15723,53,611,5
12298,53,235,4
42017,53,1772,4
10568,53,505,3
14637,53,691,4
34512,53,180,4
16386,53,232,3
29560,53,2028,3
42952,55,8421,5
34513,55,180,3
12639,55,1573,5
42928,55,3574,3
42949,55,5731,2
25379,55,879,5
43011,55,7064,4
43020,55,8150,4
